night,observationStartMJD,azimuth,altitude,rotTelPos,rotSkyPos,filter,band,scheduler_note,survey
905,62112.02550774542,250.3585093094107,50.26600845957683,18.4408983375505,348.5873796697423,g_6,g,"ToO, GW_case_D_E, g, 421, i0, 39697",ToO
906,62113.02611781898,245.67194992240368,36.732814715851404,-0.4444199695122659,14.231604742765825,g_6,g,"ToO, GW_case_D_E, g, 421, i1, 39926",ToO
909,62116.027761268226,245.82747422604513,37.35733067662361,-24.53210405598756,37.94159316106812,g_6,g,"ToO, GW_case_D_E, g, 421, i3, 41211",ToO
910,62117.0276673879,35.344790558905935,52.29113098055421,32.096798279419666,87.79817577116611,r_57,r,greedy r,WFD (greedy)
911,62118.0280963777,11.751774444588364,71.74116927500023,46.269827474976935,54.036020037393286,r_57,r,greedy r,WFD (greedy)
912,62119.0293523146,235.78409179026994,32.939791119153675,48.25954714735812,324.43738473165104,i_39,i,"twilight_near_sun, 0",twilight
913,62120.02910080995,349.4016910375443,73.61451103012101,59.47363403478062,21.03966483610173,r_57,r,greedy r,WFD (greedy)
914,62121.02955553685,18.27250262006031,61.5030192656518,58.489939137311886,47.1574829349106,r_57,r,greedy r,WFD (greedy)
915,62122.127356294965,312.01221224640045,54.89627828593947,41.427965017868296,8.393874539242296,r_57,r,"DD:XMM_LSS, 20281216, 3, 12997",DDF
916,62123.14162055403,304.7157778717221,50.86813841515828,15.491533160608657,28.983769182780318,u_24,u,"DD:XMM_LSS, 20281217, 0, 12094",DDF
917,62124.197980661615,265.0826100841249,59.1022760501344,12.75525611477028,359.8756232033631,r_57,r,"DD:ECDFS, 20281218, 3, 31769",DDF
918,62125.19827216387,276.84725974630294,46.50176729002343,-23.43247800659402,49.48476301615129,g_6,g,"ToO, GW_case_B_C, g, 428, i2, 48994",ToO
919,62126.129024174654,298.70217839388545,66.30028207916753,6.769954066027737,30.65828627178717,r_57,r,"ToO, GW_case_B_C, r, 428, i2, 49015",ToO
920,62127.0322145947,71.28329257428148,63.73664219304838,-48.47839204827373,198.37999611988295,r_57,r,"ToO, GW_case_B_C, r, 428, i3, 49106",ToO
921,62128.032338300676,46.10635682414044,69.41635307130717,41.825319297217426,88.20707052896459,r_57,r,"ToO, GW_case_B_C, r, 428, i5, 49640",ToO
922,62129.03248775566,26.6907364904648,60.249348708255745,14.525104508592516,98.22455955094834,r_57,r,greedy r,WFD (greedy)
923,62130.03276285235,26.33358645243784,70.10491570964753,5.846007782515741,107.11671558272175,r_57,r,greedy r,WFD (greedy)
924,62131.03377435247,236.94211758690858,32.42365675787819,-40.10568394177018,53.648550012986625,r_57,r,"twilight_near_sun, 0",twilight
926,62133.03359273501,319.5581947162423,64.64974635119259,-40.02858055213085,95.28618794780864,r_57,r,greedy r,WFD (greedy)
927,62134.03364770197,353.5569957142045,63.86332087271443,43.05350370820297,41.2721117979801,r_57,r,greedy r,WFD (greedy)
929,62136.03421171762,304.48092937900867,37.72749252480317,28.532398884035477,15.878596823754757,r_57,r,"ToO, GW_case_B_C, r, 435, i0, 51468",ToO
930,62137.0343107902,307.6652935234031,38.97989385972133,-24.140119769160727,70.74655936505644,r_57,r,"ToO, GW_case_B_C, r, 435, i2, 51908",ToO
931,62138.034356848635,314.74949140376833,36.20799889654929,-15.094038802372998,66.36655629900561,r_57,r,"ToO, GW_case_B_C, r, 435, i4, 52297",ToO
932,62139.03506484261,232.76858827665578,34.059258835239646,-11.374913199180295,21.75763896816187,r_57,r,"twilight_near_sun, 0",twilight
933,62140.03435357645,3.7547471553339844,57.34151700783904,31.80435168400875,61.32167469297427,r_57,r,greedy r,WFD (greedy)
934,62141.034362636405,26.057062851752438,67.992889674402,33.3730325227471,79.16536677686256,r_57,r,greedy r,WFD (greedy)
935,62142.03439575272,337.677566892349,57.28260715612583,-34.543079889149126,105.29366626985797,r_57,r,greedy r,WFD (greedy)
936,62143.035088804856,240.29128100595645,32.44601931688986,53.03155343726965,321.6562267079839,r_57,r,"twilight_near_sun, 0",twilight
937,62144.034830480094,269.1183142507273,42.263329882583754,-45.38469465621603,68.23834312848328,r_57,r,"ToO, BBH, r, 439, i0, 2909",ToO
938,62145.034267724724,343.8582958974873,64.60324899826841,48.3454247656623,27.576019380438154,r_57,r,greedy r,WFD (greedy)
939,62146.03474374203,261.95808518087046,41.96807694983482,-47.84923187096718,66.8140940681884,r_57,r,"ToO, BBH, r, 439, i1, 2924",ToO
940,62147.03477290608,244.52490190953023,32.818747683807885,-28.208017500678743,44.16143631842602,z_20,z,"twilight_near_sun, 0",twilight
941,62148.03393361693,18.815716403153797,70.74789399204838,42.45990351680818,63.93975560057611,r_57,r,greedy r,WFD (greedy)
942,62149.03377357262,352.54434441987814,72.07523143716749,-37.327236767205186,120.60522969202304,r_57,r,greedy r,WFD (greedy)
943,62150.03356394803,358.21242026981935,71.95143306785958,-9.229107740536273,97.51438521348926,r_57,r,greedy r,WFD (greedy)
944,62151.03397035804,265.25732639122424,42.39794952007046,-5.914787242813835,26.52299754513595,r_57,r,"ToO, BBH, r, 439, i2, 2939",ToO
945,62152.03336136213,316.4947114778336,48.95539994912394,-30.16658154529419,83.5720081957349,r_57,r,greedy r,WFD (greedy)
946,62153.03365847544,113.57421709762212,40.08736991697026,25.0671664744977,143.12444854938082,r_57,r,"ToO, GW_case_B_C, r, 442, i0, 55017",ToO
947,62154.03336795835,109.50807796786059,47.56820902916515,41.98288052598474,128.9667960307878,r_57,r,"ToO, GW_case_B_C, r, 442, i3, 55476",ToO
948,62155.03313589503,115.8049235887596,43.26876928781986,44.78429811715322,127.04488840085925,r_57,r,"ToO, GW_case_B_C, r, 442, i4, 55638",ToO
949,62156.032820650034,114.0447439351224,42.33257371194457,-19.440255751345465,189.52181225543595,r_57,r,"ToO, GW_case_B_C, r, 442, i5, 55796",ToO
951,62158.03254838675,164.97909886323754,53.54167926082938,-30.205262036391495,268.7722165708402,i_39,i,"ToO, GW_case_D_E, i, 443, i3, 44525",ToO
952,62159.03179074237,246.5712942924693,31.52835012154682,-30.59811319107406,48.12015455338087,i_39,i,"twilight_near_sun, 0",twilight
953,62160.030708813545,4.969726716386443,71.45184753199801,-39.63091189633531,133.8639248346749,r_57,r,greedy r,WFD (greedy)
954,62161.03034690508,343.2343257694224,67.34748375479053,53.63748232066606,21.63277417115237,r_57,r,greedy r,WFD (greedy)
955,62162.02990509502,343.4220216897864,62.96101295157795,47.27752721407948,28.276376511874037,r_57,r,greedy r,WFD (greedy)
956,62163.03021582785,237.3692345707836,32.2750346155879,33.29132539675759,340.4266853389693,i_39,i,"twilight_near_sun, 0",twilight
957,62164.02902420355,344.11054569208716,57.973457843375,2.7226126208807675,73.45549792857774,r_57,r,greedy r,WFD (greedy)
958,62165.028551880154,342.0697415298609,57.34230192368268,-0.540780614544839,74.97505869686849,r_57,r,greedy r,WFD (greedy)
959,62166.02797225697,359.25816319570725,72.12562116432036,4.685467284535733,84.5033935242027,r_57,r,greedy r,WFD (greedy)
960,62167.02821530718,245.44453503168407,32.788840325915395,4.396255471452521,11.862324701699308,r_57,r,"twilight_near_sun, 0",twilight
961,62168.02695709996,18.426340748751276,68.10900887801009,-7.042957313732695,112.945336374716,r_57,r,greedy r,WFD (greedy)
962,62169.02644845446,337.1988063575428,63.49147908592237,-43.484431677111374,113.68863723560386,r_57,r,greedy r,WFD (greedy)
963,62170.12370561511,258.6228552567594,43.491136829972625,9.484780041507909,6.703323500092747,r_57,r,"DD:ECDFS, 20290202, 2, 31849",DDF
964,62171.22037408888,255.6214446916632,62.90656723716052,53.904000224379786,308.5492000694923,g_6,g,"ToO, GW_case_D_E, g, 455, i0, 46733",ToO
965,62172.30317885106,247.77330782245855,42.82797568701483,-2.454311105423249,12.721366541952527,i_39,i,"ToO, GW_case_D_E, i, 455, i0, 46874",ToO
966,62173.02520237417,164.87338394930342,81.42976101446537,54.42085414741173,198.63847033070763,r_57,r,"ToO, GW_case_A, r, 457, i0, 2116",ToO
967,62174.02459201265,165.88603983096348,81.08008420291542,-40.310994026477225,294.4097142164289,r_57,r,"ToO, GW_case_A, r, 457, i2, 2316",ToO
968,62175.023988932,169.66420417235378,81.22059784185642,6.670139230617142,251.6436532626513,u_24,u,"ToO, GW_case_A, u, 457, i2, 2298",ToO
969,62176.022974491214,121.61982751264098,48.08870168868423,-35.18625992712242,215.05031243037527,r_57,r,"ToO, GW_case_B_C, r, 460, i4, 59625",ToO
970,62177.02231514519,121.42234022870817,47.74008332639805,-29.72668203041449,209.12744819988671,r_57,r,"ToO, GW_case_B_C, r, 460, i5, 59893",ToO
971,62178.020939068396,345.2147936328319,63.074381379204674,-55.72356332145562,132.79964733723645,r_57,r,"ToO, neutrino, r, 461, i2, 283",ToO
972,62179.02088132767,249.4967790172076,33.13503144578131,-45.73853951493201,63.291163152962774,i_39,i,"twilight_near_sun, 0",twilight
973,62180.0206801538,175.07309371373907,82.32157891848027,50.319511804540696,214.08276910969647,r_57,r,"ToO, BBH, r, 459, i2, 3173",ToO
974,62181.01886405696,333.1305286995542,54.23425758304092,-20.935661582954186,87.784199456387,r_57,r,greedy r,WFD (greedy)
976,62183.01847120805,193.4994830037448,76.9012451285522,-4.074878899062762,289.8430195920017,r_57,r,"ToO, BBH, r, 459, i3, 3185",ToO
977,62184.016648695506,334.8932785926808,65.68344647707961,-11.240280388681086,79.36565772576235,r_57,r,greedy r,WFD (greedy)
978,62185.01584171445,345.43484897468363,71.8864555844594,4.870813221816398,72.10090840212516,r_57,r,greedy r,WFD (greedy)
979,62186.01515963853,339.0242073048129,57.84183009098357,-36.981044289291546,108.81061663361892,r_57,r,greedy r,WFD (greedy)
980,62187.01502245218,250.93247378666752,32.37859733126275,58.60383780494073,319.91738839710194,i_39,i,"twilight_near_sun, 0",twilight
981,62188.01357665326,340.0718700133436,66.72411767567756,38.97068556348442,33.56360523115147,r_57,r,greedy r,WFD (greedy)
982,62189.012781023,342.66260866742584,70.06297229508063,29.91290660344146,44.71462992364285,r_57,r,greedy r,WFD (greedy)
983,62190.012237423434,308.3088480001362,43.654435531195276,-3.528290985909807,50.67966951491327,r_57,r,greedy r,WFD (greedy)
984,62191.01190791111,247.4569421272367,33.06123401069305,-41.696545450630914,58.47884565672649,i_39,i,"twilight_near_sun, 0",twilight
985,62192.01050567806,325.444995378611,55.21438002381528,50.900111918827946,9.605793966396165,r_57,r,greedy r,WFD (greedy)
986,62193.00963445942,345.5224815203026,58.49155162977601,-18.46084484665806,95.82578858725108,r_57,r,greedy r,WFD (greedy)
988,62195.300926188844,273.96100756183495,84.51745957090034,-20.294475320867353,27.43946188959662,y_10,y,"pair_33, yy, bs 52, a",WFD (pairs)
989,62196.007113650434,348.0528670932746,71.49870815625651,36.33198850082149,42.96276506714135,r_57,r,greedy r,WFD (greedy)
990,62197.0064555789,34.8024638730894,36.78522024833214,15.00817136528121,105.61212145454493,r_57,r,greedy r,WFD (greedy)
991,62198.00603012691,97.38329357897287,28.6509014778223,30.08933603357585,125.43564685823627,r_57,r,"ToO, BBH, r, 448, i4, 3072",ToO
992,62199.00525253779,254.63828250742918,32.23521981519412,35.18630719632244,344.78844343979637,r_57,r,"twilight_near_sun, 0",twilight
993,62200.003790197436,335.44936622440565,73.13735121615152,-33.60976829010994,101.65619189119714,r_57,r,greedy r,WFD (greedy)
994,62201.00296042441,332.4989476835538,68.11604879605079,51.56060471383086,14.340689774393415,r_57,r,greedy r,WFD (greedy)
995,62202.002107478,335.62520885551476,56.98893719559295,-6.943233461037544,75.89312653791588,r_57,r,greedy r,WFD (greedy)
996,62203.00184553865,254.54648367199397,32.649576572398075,16.622242781694435,3.103763136498547,i_39,i,"twilight_near_sun, 0",twilight
997,62204.000451743894,17.59064690376111,46.45780872223971,-59.31371286622925,164.61520530838757,r_57,r,greedy r,WFD (greedy)
998,62204.99956668292,13.382033101830547,50.62039044595106,59.66751464942387,41.828301308621604,r_57,r,greedy r,WFD (greedy)
999,62205.99872284359,325.1680967801303,67.49054477618213,-25.712941708702928,85.35037055714491,r_57,r,greedy r,WFD (greedy)
1001,62207.99702013664,353.9832010672994,42.75480087729488,-4.631036918714407,89.03144755971536,r_57,r,greedy r,WFD (greedy)
1002,62208.99622130446,312.73252339534207,67.77474092845974,-44.1127205172834,93.07000214998983,r_57,r,greedy r,WFD (greedy)
1003,62209.99525157282,3.9227273277014225,48.83335466825456,-41.27258709193915,134.5586260424898,r_57,r,greedy r,WFD (greedy)
1004,62210.99485411079,264.7395160628628,34.173794414958415,15.817030653398072,7.475065116721836,r_57,r,"twilight_near_sun, 0",twilight
1005,62211.99422232356,234.02912473066405,71.92394222217077,-13.086940820979443,347.8733985954002,r_57,r,"ToO, BBH, r, 459, i4, 3203",ToO
1006,62212.99262179157,5.979980484295878,53.88539160547925,51.14089036278173,43.889097311218535,r_57,r,greedy r,WFD (greedy)
1007,62213.99176160445,32.60201140484532,67.07857606218995,-20.98701961128206,139.07966161111034,r_57,r,greedy r,WFD (greedy)
1008,62214.99139168299,264.5059328036777,32.39230367955615,27.07631552318451,356.7127872849491,z_20,z,"twilight_near_sun, 0",twilight
1010,62217.31000934626,100.60990543396669,48.23978580952693,38.354004291597285,127.50409408330952,r_57,r,DD: RGES_offseason,DDF
1011,62218.09939792808,8.694208761184228,57.17738384641942,-12.240399249181271,109.66741123834827,y_10,y,"DD:COSMOS, 20290321, 0, 84947",DDF
1012,62219.0992190084,243.42703208372004,59.6430522144067,-3.6331657708022354,357.6109301933189,y_10,y,"pair_33, yy, bs 52, a",WFD (pairs)
1013,62219.98744839762,218.32200778630184,39.68303446172314,53.927564961585176,301.05763466533,r_57,r,"ToO, GW_case_B_C, r, 481, i4, 62329",ToO
1014,62220.98678355595,194.01481381543377,61.383869282959274,-18.860980388234385,311.48987391141213,g_6,g,"ToO, GW_case_B_C, g, 483, i2, 63188",ToO
1015,62221.98592864281,194.70912245586996,61.23879858974826,-38.72481721258504,332.533900806448,r_57,r,"ToO, GW_case_B_C, r, 483, i2, 63210",ToO
1016,62222.98512732272,171.4939718291188,58.94485597943937,21.448820489124277,233.10958842005377,r_57,r,"ToO, GW_case_B_C, r, 483, i3, 63471",ToO
1017,62223.98433288263,177.70438071799583,58.76754650111607,41.61499273701747,223.91865529827732,r_57,r,"ToO, GW_case_B_C, r, 483, i5, 64016",ToO
1018,62224.98240416453,11.297528778022553,46.81717207646564,-54.731306799424154,154.55585858923007,r_57,r,greedy r,WFD (greedy)
1019,62225.98143534361,5.454801033424396,70.17257865914755,-5.040841981950137,99.67724193759626,r_57,r,greedy r,WFD (greedy)
1020,62226.9810758786,280.7598177193684,32.105394843967034,47.066545800383814,343.92051528574757,r_57,r,"twilight_near_sun, 0",twilight
1021,62227.97987914167,358.6903959810331,53.48907479315677,30.466078864409194,58.24137669792076,r_57,r,greedy r,WFD (greedy)
1022,62228.979080223486,17.927178958846348,50.00003325440418,59.49553791767633,45.95115295354751,r_57,r,greedy r,WFD (greedy)
1023,62229.97815595598,6.170049626922043,69.32430188391372,4.736451139682479,90.51773382420272,r_57,r,greedy r,WFD (greedy)
1024,62230.97789854752,269.7399013335165,33.592936480115235,19.11333728418183,6.539628272272673,z_20,z,"twilight_near_sun, 0",twilight
1026,62232.97582733253,13.49772958456445,68.41031926701966,54.58515796826122,47.05642093790559,r_57,r,greedy r,WFD (greedy)
1027,62233.97505363081,31.49729700411768,69.12320658369384,-15.175852915525523,132.52232490523514,r_57,r,greedy r,WFD (greedy)
1028,62234.97465523739,280.5130861840341,31.190245396924734,28.572516830568933,2.3932360730060966,i_39,i,"twilight_near_sun, 0",twilight
1029,62235.97341922563,13.799717223490028,68.84461099985329,-10.659371854544338,112.58219989949589,r_57,r,greedy r,WFD (greedy)
1030,62236.97274118225,345.1850802755573,54.08238426642246,7.89332930517211,69.14555549423665,r_57,r,greedy r,WFD (greedy)
1031,62238.20901420682,149.62581821986254,78.16396299801889,26.164889506894333,209.05331261296783,r_57,r,"pair_33, gr, bs 52, a",WFD (pairs)
1032,62238.97158044147,284.87239219308276,32.05769228603279,1.0367768134712974,31.928332565107056,z_20,z,"twilight_near_sun, 0",twilight
1033,62239.97050052497,9.565377443215342,53.29607668560452,49.38903906392189,48.777405725104444,r_57,r,greedy r,WFD (greedy)
1034,62240.96966769902,13.498521741921701,70.84143885554104,-8.599900301205537,110.34040383344201,r_57,r,greedy r,WFD (greedy)
1035,62241.9695931024,102.33741397770198,25.716605763331827,17.712859673634814,138.44074624953134,r_57,r,"ToO, LensedBNS_A, r, 491, i1, 1795",ToO
1036,62242.96891539741,106.91142189653596,25.700953234642668,-18.861292143604505,176.25812816009167,r_57,r,"ToO, LensedBNS_A, r, 491, i3, 2418",ToO
1037,62243.96822814751,109.04265974120054,25.665971010860886,-10.968874743878974,168.9003953606331,r_57,r,"ToO, LensedBNS_A, r, 491, i5, 2917",ToO
1040,62246.96591226573,285.5495457464436,31.8518617988119,-49.039364128123005,82.3454791502644,z_20,z,"twilight_near_sun, 0",twilight
1041,62248.09833487014,15.623889468851266,65.2083383311622,21.124648508985707,82.41407302986633,y_10,y,"pair_33, yy, bs 52, a",WFD (pairs)
1042,62248.96415080396,346.9649138984548,73.20109169399488,19.751965091729947,58.53074440217113,r_57,r,greedy r,WFD (greedy)
1043,62249.96356641803,336.6077337073892,72.4505860920753,20.41252169460202,48.7455411207666,r_57,r,greedy r,WFD (greedy)
1044,62250.963329688384,284.2056537700649,33.159054988603316,-57.68947287766686,90.23016531421308,z_20,z,"twilight_near_sun, 0",twilight
1045,62251.96243709817,42.048540868568466,71.99301425921333,-19.85743238593554,146.82437904498605,r_57,r,"ToO, GW_case_B_C, r, 493, i0, 66866",ToO
1046,62252.961737586695,30.26950266572257,66.65646468089757,-35.409367279635944,151.5149235823268,r_57,r,"ToO, GW_case_B_C, r, 493, i3, 67330",ToO
1047,62254.197593463825,73.74474849179099,26.947988886285543,33.6274449969205,112.57543196512272,r_57,r,"ToO, GW_case_B_C, r, 494, i2, 68426",ToO
1048,62254.96051544805,16.36354514352652,67.5638725054196,44.211529316932214,59.9259508141544,r_57,r,"ToO, GW_case_B_C, r, 493, i4, 67496",ToO
1049,62255.95999883859,1.4684953081939296,53.015025263121224,-29.86033522503707,121.01708328824911,r_57,r,greedy r,WFD (greedy)
1053,62260.196118584514,183.23619370359654,53.45338052325587,-43.53125650322387,320.8694041361973,g_6,g,"ToO, GW_case_B_C, g, 496, i0, 69700",ToO
1054,62261.208411808504,186.82044051415144,52.73140980888657,-26.177696270883974,311.6460115684484,r_57,r,"ToO, GW_case_B_C, r, 496, i4, 70877",ToO
1055,62261.957197273005,80.14502307760671,29.477104024164454,21.151077406842578,127.90487974699755,r_57,r,greedy r,WFD (greedy)
1056,62263.01267753534,344.9666157721696,56.82022175955316,4.212271637624464,72.74918268994091,y_10,y,"DD:COSMOS, 20290505, 0, 85307",DDF
1057,62263.95624902643,80.45565631031414,29.01753259458974,-35.51293240886196,184.66259355487628,r_57,r,greedy r,WFD (greedy)
1058,62264.95532636861,9.724618733558108,69.14006632442018,6.1004702917746245,92.31103869752265,r_57,r,greedy r,WFD (greedy)
1059,62265.95486769913,10.800349527754333,72.23100979720633,25.41880301656374,74.03531008787242,r_57,r,greedy r,WFD (greedy)
1063,62270.20504951789,96.10728917093694,60.55731746768073,-51.10315245068793,220.253350266469,r_57,r,DD: RGES_offseason,DDF
1064,62270.95336190426,280.35752731143066,33.560465377404164,-21.656601941309887,52.24157036007017,z_20,z,"twilight_near_sun, 0",twilight
1065,62271.95262675103,5.369013784250179,54.47321856927254,57.737136629522396,36.83240600504247,r_57,r,greedy r,WFD (greedy)
1067,62273.9519803856,16.845416261025953,51.13943138092247,22.828358645784835,81.7274997171212,r_57,r,greedy r,WFD (greedy)
1068,62274.9520270625,280.91937807649487,32.705421520235305,-57.32937672555096,88.29204215882814,i_39,i,"twilight_near_sun, 0",twilight
1069,62276.07627625293,5.234001127584287,68.05968807982741,-10.80065763739259,105.416867156567,y_10,y,"pair_33, yy, bs 52, a",WFD (pairs)
1070,62277.075987123324,10.09142036950127,69.37034014616466,46.31387106917883,52.57931395666639,y_10,y,"pair_33, yy, bs 52, a",WFD (pairs)
1071,62277.95156313494,128.77127589858208,68.41980322586856,13.356249374337583,191.87795916545653,r_57,r,greedy r,WFD (greedy)
1072,62278.950663544645,316.61525944810376,36.61182301960107,-6.571833485599603,59.11374082084256,g_6,g,"ToO, GW_case_D_E, g, 502, i1, 52610",ToO
1073,62280.1943466475,308.44441199733023,83.81837545924287,53.98506615225385,347.1736381894073,y_10,y,"pair_33, yy, bs 52, a",WFD (pairs)
1074,62280.95021224261,316.0011220512296,35.38506515561569,42.62448514309575,9.312289081767632,g_6,g,"ToO, GW_case_D_E, g, 502, i3, 53784",ToO
1076,62282.94997095316,294.0071300935265,33.235693029376016,5.307648133053226,32.4147121021883,z_20,z,"twilight_near_sun, 0",twilight
1077,62283.94952576886,2.1157611837715984,53.074951531092005,-0.6308930174548391,92.40787609192192,r_57,r,greedy r,WFD (greedy)
1078,62284.94965771286,70.23767376219077,44.56663227356832,16.1948792582222,129.12034673995825,r_57,r,greedy r,WFD (greedy)
1079,62285.94950392684,69.49957001105403,44.02140194330673,-19.572937837577335,164.3554875916243,r_57,r,greedy r,WFD (greedy)
1080,62286.94957601589,96.0222397144499,53.518886386855144,-30.464737540751052,195.75369979020172,g_6,g,"ToO, GW_case_B_C, g, 504, i1, 72595",ToO
1081,62287.94943991237,93.71902551194651,50.57761096237144,49.75061969277105,112.53578078559077,r_57,r,"ToO, GW_case_B_C, r, 504, i1, 72700",ToO
1082,62288.94939130368,100.81335811502835,52.61637735887884,51.065816507235645,117.22663185359126,r_57,r,"ToO, GW_case_B_C, r, 504, i4, 73316",ToO
1083,62289.949283972725,98.41373099432396,49.503589179541194,41.399925560625185,123.56279622741319,r_57,r,"ToO, GW_case_B_C, r, 504, i5, 73592",ToO
1084,62290.94920664583,98.03497073031038,53.40220145782369,57.607291894485286,109.0982402338526,i_39,i,"ToO, GW_case_B_C, i, 504, i5, 73794",ToO
1087,62293.948707116826,309.711183056487,37.08686353275714,31.607360680309668,16.126800367763476,r_57,r,"ToO, GW_case_A, r, 506, i1, 2736",ToO
1088,62294.94880418932,294.8280933615577,32.64663047847149,-2.3619844069549876,40.54136506865497,i_39,i,"twilight_near_sun, 0",twilight
1089,62295.948505700995,334.03323672607996,72.91531032016876,-4.334635544222337,71.26026264805704,r_57,r,greedy r,WFD (greedy)
1090,62296.948453843455,0.7660044074116524,72.4631188261,-29.85597169135778,120.50233932864037,r_57,r,greedy r,WFD (greedy)
1091,62297.948620038405,6.526778715123758,45.25825456996733,17.905644667323457,77.89383179074848,r_57,r,greedy r,WFD (greedy)
1092,62298.94969586666,187.96890775619454,53.14471790404131,-25.375964898930672,312.6224967387776,r_57,r,"ToO, BBH, r, 512, i0, 3371",ToO
1093,62299.948635087516,29.09597489057954,63.503038308180024,-28.132702618526977,143.15984731863233,r_57,r,greedy r,WFD (greedy)
1094,62300.949789722465,190.45202969400893,53.96547045143996,10.192005949590621,281.5267202961331,r_57,r,"ToO, BBH, r, 512, i1, 3398",ToO
1169,62376.31889167817,209.35062677335588,73.8753569319418,10.600860171952077,295.33525544498633,r_57,r,"DD:ELAISS1, 20290827, 2, 23420",DDF
1171,62377.97221745845,131.07558132859432,70.70247958766456,28.16101739684509,181.61461933716396,g_6,g,"ToO, LensedBNS_B, g, 563, i4, 8991",ToO
1172,62378.97216398037,280.8156319259548,33.207278142086395,-29.066366061832838,60.149696571385164,i_39,i,"twilight_near_sun, 0",twilight
1173,62379.97211888185,1.0332061517061675,57.80983154798419,31.178980308070695,59.878618899640394,r_57,r,greedy r,WFD (greedy)
1174,62380.972462863276,358.9828118920318,59.195832715001096,1.4401554766036653,87.84558710030748,r_57,r,greedy r,WFD (greedy)
1176,62382.973545755216,284.5580355300958,31.450009505503964,-4.155348646922658,37.231541497824196,r_57,r,"twilight_near_sun, 0",twilight
1179,62385.97425345725,346.1610569275991,57.601584096668795,-34.13321801715328,112.36833273581176,r_57,r,greedy r,WFD (greedy)
1180,62386.975079299074,271.6306063371819,31.530117533544576,30.18039868807708,357.0130245575136,i_39,i,"twilight_near_sun, 0",twilight
1181,62387.97523334886,61.807868731088966,67.80450281322584,-45.209102141609236,188.6450125652169,r_57,r,greedy r,WFD (greedy)
1182,62388.97563413333,66.32950035499431,66.89166380895134,-49.27260324101773,196.29068605197614,r_57,r,greedy r,WFD (greedy)
1183,62390.198518955476,104.15666156257693,36.21839745395121,20.145344535385753,141.11948785327002,u_24,u,"DD:ECDFS, 20290909, 0, 31952",DDF
1186,62392.97698285007,49.51043115023261,70.29872226896612,-11.36007208625846,144.79602655775415,r_57,r,greedy r,WFD (greedy)
1187,62393.97756223776,75.13024382562232,56.86148038049077,58.99515693996849,92.23756444810056,r_57,r,greedy r,WFD (greedy)
1188,62394.97770928244,315.5878662381647,53.22287727174751,-42.99351254961859,95.92997357558924,r_57,r,"ToO, GW_case_B_C, r, 571, i0, 74881",ToO
1189,62396.20020982302,32.14055978974074,60.75293226731373,18.933284137215594,98.49144428459529,i_39,i,"pair_33, iz, bs 52, a",WFD (pairs)
1191,62397.97889869146,311.07445394712204,49.66504972221534,-12.386186122482627,61.90154155961799,r_57,r,"ToO, GW_case_B_C, r, 571, i4, 76025",ToO
1192,62398.97920926857,321.93215763623596,61.373392078156755,45.78800095510905,11.94734767866336,r_57,r,"ToO, GW_case_B_C, r, 571, i5, 76256",ToO
1193,62399.979551095705,330.6592330107408,52.692435417182736,57.77111613802603,7.3102865277477225,r_57,r,greedy r,WFD (greedy)
1194,62400.980074057814,48.80432812870397,72.24029846797512,45.59984238353016,87.62201189292979,r_57,r,greedy r,WFD (greedy)
1195,62401.98035903955,328.0284130025309,52.272112619940756,-36.24455319594257,99.15322910322712,r_57,r,greedy r,WFD (greedy)
1196,62402.98124689892,265.1700066837735,31.831175678875958,-33.48434674425411,57.95616116605255,z_20,z,"twilight_near_sun, 0",twilight
1198,62404.98178739215,57.97375654241982,68.69571408115367,-24.8241848804533,165.18410025734812,r_57,r,greedy r,WFD (greedy)
1199,62405.982273431066,66.09687140377626,65.66470268385815,28.433124300049915,118.0092426455242,r_57,r,greedy r,WFD (greedy)
1201,62407.982970136705,45.635443570701234,70.3069737131792,6.901375956482657,123.14773528030081,r_57,r,greedy r,WFD (greedy)
1202,62408.983514784144,59.14042051444115,67.38059944610647,39.82864239206254,101.19691958949217,r_57,r,greedy r,WFD (greedy)
1203,62409.98393232332,55.982369002395366,70.68038557233696,25.801948574939445,113.32089489935143,r_57,r,greedy r,WFD (greedy)
1204,62410.98475863601,255.63976221405122,31.340975663189592,-56.8165701417015,77.81045142615665,i_39,i,"twilight_near_sun, 0",twilight
1207,62413.98577947121,58.03099556551991,69.89919556505622,-1.2222422407290956,141.91508899923355,r_57,r,greedy r,WFD (greedy)
1209,62415.98699822311,268.1097156349087,72.9937390340787,-9.515933492781192,17.623597752846756,r_57,r,greedy r,WFD (greedy)
1210,62416.987072778684,39.3558057849852,51.291569430745724,31.413570428652513,91.91272321294932,g_6,g,"ToO, GW_case_D_E, g, 581, i0, 55651",ToO
1211,62417.987500749034,29.747250867187066,53.84330354647414,39.80347274818875,75.70448498711623,r_57,r,"ToO, GW_case_A, r, 582, i0, 3359",ToO
1212,62418.98803731637,36.208355571580206,56.37176829451714,7.908728935166254,112.8970361933144,r_57,r,"ToO, GW_case_A, r, 582, i1, 3503",ToO
1213,62419.9885202198,33.507881889331145,58.74727220064149,-13.11855602716045,131.75764971857626,r_57,r,"ToO, GW_case_A, r, 582, i2, 3549",ToO
