night,observationStartMJD,azimuth,altitude,rotTelPos,rotSkyPos,filter,band,scheduler_note,survey
2002,63209.025582899965,8.93581725871159,66.48087442279258,55.279345988614864,42.42891106713604,r_57,r,greedy r,WFD (greedy)
2003,63210.026326055064,307.93270853551314,54.484545542786805,18.67685451656601,28.126260928563372,r_57,r,greedy r,WFD (greedy)
2004,63211.02750273144,225.55212949261673,31.47148387509526,-46.06366337873357,56.77499591519989,z_20,z,"twilight_near_sun, 0",twilight
2005,63212.02719164257,356.1442579535929,72.85424068882617,47.61009644483389,38.91192897353696,r_57,r,greedy r,WFD (greedy)
2006,63213.027658477105,18.139839303176625,71.05421010933082,-0.22129450003893314,106.10589885107929,r_57,r,greedy r,WFD (greedy)
2007,63214.02819873599,337.7988598081483,66.49143560890657,-41.923629551823296,112.62507759536243,r_57,r,greedy r,WFD (greedy)
2008,63215.029497344294,230.69927047544672,32.8801244486649,-41.63468891919371,52.51954869612038,z_20,z,"twilight_near_sun, 0",twilight
2009,63216.029151369476,337.8694548450529,66.35277511397331,23.568139277376154,47.193698571356705,r_57,r,greedy r,WFD (greedy)
2010,63217.02964076077,354.86872566239373,64.8246032437209,-53.38260916090624,138.86193151558106,r_57,r,greedy r,WFD (greedy)
2011,63218.0300422935,336.7944802097427,67.94169653824203,-24.488993692986902,94.230342328877,r_57,r,greedy r,WFD (greedy)
2012,63219.03121826564,236.76011954240536,33.2615756812544,-43.16787868780764,55.94135228779581,r_57,r,"twilight_near_sun, 0",twilight
2013,63220.03083207743,22.09431112151887,68.21828375366661,-6.230871970538962,115.37638925338221,r_57,r,greedy r,WFD (greedy)
2014,63221.03119975842,355.2654617216291,66.89644559645902,-9.236695385790313,95.02996038463279,r_57,r,greedy r,WFD (greedy)
2015,63222.03152500398,15.056004529310488,72.15042042033053,3.786125971903609,99.41775868026221,r_57,r,greedy r,WFD (greedy)
2016,63223.03270370668,234.06112545039213,33.407941496477385,-26.39608186065829,37.987891431235084,i_39,i,"twilight_near_sun, 0",twilight
2017,63224.03249173637,302.8204078842824,49.0642117581667,-55.718913225191,99.00320432582632,r_57,r,greedy r,WFD (greedy)
2018,63225.03267002696,318.0279072370041,52.75907229517041,14.297937979907102,40.374040048414486,r_57,r,greedy r,WFD (greedy)
2019,63226.03283933572,346.58461509953906,55.91707350732217,-14.455314144926184,92.79125847086088,r_57,r,greedy r,WFD (greedy)
2020,63227.0337945398,239.77410346473863,32.84677876842501,18.21786843400796,356.0080658666582,r_57,r,"twilight_near_sun, 0",twilight
2021,63228.033293537046,339.57790611066827,66.43793929629193,-45.96277554046377,118.15426482674603,r_57,r,greedy r,WFD (greedy)
2022,63229.03353896087,3.2999591446048044,62.40888873989894,-57.58141992596651,150.31859658174307,r_57,r,greedy r,WFD (greedy)
2023,63230.033631438564,14.883724521614086,70.07820787073506,-29.190760873344814,132.12191457555704,r_57,r,greedy r,WFD (greedy)
2024,63231.034584048546,239.3560526226813,32.02597583274606,-5.1636204115853,19.889652538858588,r_57,r,"twilight_near_sun, 0",twilight
2039,63246.03369668658,43.10414555581857,49.431096262100645,31.913510480955527,94.10361178069046,r_57,r,greedy r,WFD (greedy)
2040,63247.03416324467,231.3453058390103,33.354948630444255,-25.811863798653295,36.3135542978253,r_57,r,"twilight_near_sun, 0",twilight
2041,63248.03316818126,341.0599967723983,56.8254292731802,35.16001309314662,38.41846829314618,r_57,r,greedy r,WFD (greedy)
2042,63249.03292585389,340.02118081937545,56.640789879621856,16.528309328632336,56.16558275254359,r_57,r,greedy r,WFD (greedy)
2043,63250.03265232587,21.70480075172184,65.68873326432606,52.211749251234636,56.41384257954325,r_57,r,greedy r,WFD (greedy)
2044,63251.03313555614,232.81346984166726,33.49558352902568,57.72648913053806,313.18530237786496,r_57,r,"twilight_near_sun, 0",twilight
2045,63252.03234177553,296.20135837260017,53.302193768673206,-54.60509521621521,92.57728173791874,r_57,r,greedy r,WFD (greedy)
2046,63253.03191736026,308.76346075978535,50.85107488829043,-6.224867895542881,53.7197943166563,r_57,r,greedy r,WFD (greedy)
2047,63254.03149763515,318.0506207182101,48.46979305145189,6.06218356623126,48.508213829638954,r_57,r,greedy r,WFD (greedy)
2048,63255.03164983335,250.18974341694522,31.61175722204818,-42.36363795676796,61.1160997371102,z_20,z,"twilight_near_sun, 0",twilight
2049,63256.03063353529,338.50959833808344,56.85014125605742,-19.01707343272382,90.42027790954238,r_57,r,greedy r,WFD (greedy)
2051,63258.02981439027,334.062654158265,57.1356033912624,-57.44241282560488,125.09912114573558,r_57,r,greedy r,WFD (greedy)
2052,63259.03005599598,240.81783549270384,32.23889384855073,-5.698927788193518,20.67263931583477,i_39,i,"twilight_near_sun, 0",twilight
2053,63260.02889407643,22.824296083582503,56.38413234878802,41.640920933553694,67.76524265703627,r_57,r,greedy r,WFD (greedy)
2054,63261.028414596396,20.905040894224665,56.23339697513919,-20.60028732435814,128.38496634500822,r_57,r,greedy r,WFD (greedy)
2055,63262.0279007103,10.995384443392595,59.084006632096646,-1.7887418125208083,101.09867056378447,r_57,r,greedy r,WFD (greedy)
2056,63263.028155088374,233.73646259077773,31.72203561510162,57.349783772005885,315.59762650706034,z_20,z,"twilight_near_sun, 0",twilight
2057,63264.02680806458,0.47885274463358307,67.28100065779516,-2.090069477193036,92.33584962806276,r_57,r,greedy r,WFD (greedy)
2058,63265.02629076074,3.835910969059278,67.37286351396587,-43.395414857314066,136.5648300210869,r_57,r,greedy r,WFD (greedy)
2059,63266.025759531636,10.621012339008352,61.68796461911144,-53.11202011951033,152.10564337832545,r_57,r,greedy r,WFD (greedy)
2060,63267.02582679409,247.98330439474793,32.37184717887743,53.4434483875899,324.01593595508905,z_20,z,"twilight_near_sun, 0",twilight
2061,63268.02471452266,315.6935378272658,47.15216165240076,-27.74595793322423,80.4445831906403,r_57,r,greedy r,WFD (greedy)
2062,63269.023965640095,334.4228362388842,59.71987217308916,1.1311002263417866,66.79075667392962,r_57,r,greedy r,WFD (greedy)
2063,63270.02334571858,349.7009528794568,67.13289703256463,-48.23675331377868,129.09847992246054,r_57,r,greedy r,WFD (greedy)
2064,63271.02336520147,248.8452281889868,32.836665940589384,-9.17613085386917,26.661966700168996,i_39,i,"twilight_near_sun, 0",twilight
2065,63272.02207191865,349.76885627538405,69.27845409221823,52.56687657890316,28.299918670531408,r_57,r,greedy r,WFD (greedy)
2066,63273.02135196247,17.859174771897177,68.16034799557819,1.1780224739459473,104.21346730807468,r_57,r,greedy r,WFD (greedy)
2067,63274.020809396236,323.89885220779166,57.6430297405825,57.04223693679755,2.157663029769853,r_57,r,greedy r,WFD (greedy)
2068,63275.26015295713,333.28708271016757,54.80411099105164,-37.45708507445237,104.50504162946658,u_24,u,"DD:COSMOS, 20320212, 0, 4984",DDF
2069,63276.01927313676,358.31250362673154,72.50026876686854,1.753891974230447,86.57035564988084,r_57,r,greedy r,WFD (greedy)
2070,63277.018621052746,358.68781544200044,70.58234256923232,44.18311919990144,44.48233516251442,r_57,r,greedy r,WFD (greedy)
2071,63278.01785200273,353.6154327832177,71.52455555121038,-5.07370199841,89.25977059854382,r_57,r,greedy r,WFD (greedy)
2072,63279.01782487139,251.60640762240777,31.861774230457478,-26.4903263786489,45.55017022402397,i_39,i,"twilight_near_sun, 0",twilight
2073,63280.0164311432,18.432697496129162,72.65360940758205,43.74481782581379,62.397335309298725,r_57,r,greedy r,WFD (greedy)
2074,63281.01579670096,322.1774165488978,67.74652894545586,-12.55119907568536,69.58856578329284,r_57,r,greedy r,WFD (greedy)
2076,63283.01479861678,253.0113827718631,32.857511082505646,57.1468962861255,321.8996304851186,i_39,i,"twilight_near_sun, 0",twilight
2077,63284.01341090414,332.9747451409311,59.37094044968135,-37.032810164944436,103.72770544700315,r_57,r,greedy r,WFD (greedy)
2078,63285.0126033839,348.43917433288897,61.91249052403653,-23.119793373572236,102.96110959310222,r_57,r,greedy r,WFD (greedy)
2079,63286.01184933354,351.79720354884864,59.32472014014131,-55.631332212537515,138.3721452317929,r_57,r,greedy r,WFD (greedy)
2080,63287.01162301014,256.30540219684895,33.645180093109786,-13.018955960962787,32.976775792484645,z_20,z,"twilight_near_sun, 0",twilight
2081,63288.01018755613,340.90617533166113,65.27018169464576,-35.19704418734476,108.48860320032199,r_57,r,greedy r,WFD (greedy)
2082,63289.00934035559,346.1000811108851,71.76823307109466,22.70850303870101,54.83636807716615,r_57,r,greedy r,WFD (greedy)
2085,63292.007110662016,49.9196848888781,30.697337360011453,-28.164176774836402,160.70251120885115,r_57,r,greedy r,WFD (greedy)
2086,63293.00615208667,22.288325719545092,50.38268313538395,-16.900091578930667,126.00006247383863,r_57,r,greedy r,WFD (greedy)
2087,63294.0052838965,340.2199286177522,55.60449732354177,-17.596930864610428,90.40287997961228,r_57,r,greedy r,WFD (greedy)
2088,63295.00502955628,254.25329855785185,33.76753413458508,25.945809107158595,353.09426454653146,r_57,r,"twilight_near_sun, 0",twilight
2089,63296.00355994087,336.1577225787574,73.92993606316658,-2.930669922702775,71.51052392953403,r_57,r,greedy r,WFD (greedy)
2090,63297.00277148933,19.05168057324353,50.374439006697344,-16.156945803221877,122.51219262597881,r_57,r,greedy r,WFD (greedy)
2091,63298.00184328081,340.57556452101784,73.37136485230133,43.41511647419439,29.14097126350424,r_57,r,greedy r,WFD (greedy)
2092,63299.00159080112,258.226888737398,33.079103513756785,8.569290682248322,12.404264151971402,z_20,z,"twilight_near_sun, 0",twilight
2093,63300.000192179185,328.928949144879,66.4780377488384,-33.68321178963956,96.61876126839503,r_57,r,greedy r,WFD (greedy)
2094,63300.99928608581,351.53323472368015,61.42387618417328,48.70139715766322,33.806672690837196,r_57,r,greedy r,WFD (greedy)
2095,63301.99845556061,357.24970235024006,54.5861168475963,-18.317841900915745,105.75224047729616,r_57,r,greedy r,WFD (greedy)
2096,63302.998120404925,261.37508041032294,32.14016682201407,-55.38809411800373,78.00065292012125,z_20,z,"twilight_near_sun, 0",twilight
2097,63303.99678684804,7.633835706285877,44.09707645105251,-0.2130832489962517,96.86617756445617,r_57,r,greedy r,WFD (greedy)
2098,63304.995911069134,22.18462245601826,45.710029688750794,-44.69086953912658,153.96304933084926,r_57,r,greedy r,WFD (greedy)
2099,63305.99505674147,322.4918134831988,70.0277186380985,-30.741008873010696,87.75360434659696,r_57,r,greedy r,WFD (greedy)
2101,63307.99326547644,17.221864441006158,53.586161349337765,-43.75857856088787,148.46459014883308,r_57,r,greedy r,WFD (greedy)
2102,63308.99241332492,26.188864311458186,51.073285260376515,37.329577913858245,75.03139104072547,r_57,r,greedy r,WFD (greedy)
2103,63309.991632311656,317.1635937921417,74.13228215733612,53.09930419524341,358.53625536693625,r_57,r,greedy r,WFD (greedy)
2104,63310.99107302874,276.85619463023727,32.04373211271535,12.756049226297797,16.432843224516656,z_20,z,"twilight_near_sun, 0",twilight
2105,63311.98983164316,326.694580013861,72.89672661753042,26.048682486521166,34.25845395160987,r_57,r,greedy r,WFD (greedy)
2106,63312.98900944574,321.0560782889128,52.76983905345499,25.970212979035782,30.961579512248655,r_57,r,greedy r,WFD (greedy)
2107,63313.98810259365,358.98520895209265,50.40650418352512,59.643251457331814,29.29162891475326,r_57,r,greedy r,WFD (greedy)
2108,63314.987640480256,275.54869312277344,32.046341350200926,-19.058566802750082,47.65126834660763,r_57,r,"twilight_near_sun, 0",twilight
2109,63315.98642689141,8.596555870520998,44.01863376821784,-40.01425925630525,137.53728525640207,r_57,r,greedy r,WFD (greedy)
2110,63316.985475285335,26.687574779551323,71.47543150389927,3.3641676186917846,109.980034153257,r_57,r,greedy r,WFD (greedy)
2111,63318.09577668355,359.3941710740491,54.66929558703424,4.632300691388902,84.74747659957511,i_39,i,"pair_33, iz, bs 52, a",WFD (pairs)
2114,63320.98227588641,48.18647914401354,37.10362276708168,-57.995306987761424,188.5764865522932,r_57,r,greedy r,WFD (greedy)
2115,63321.981289333446,24.45700820412789,69.16936572747255,52.281726141801705,58.928400984905124,r_57,r,greedy r,WFD (greedy)
2116,63322.98095718497,268.47052414304875,32.721444788979596,-28.34308752315024,53.667202038895844,z_20,z,"twilight_near_sun, 0",twilight
2117,63323.979653206894,28.160880858968476,66.46983527804097,-54.412620459920426,168.64669346172715,r_57,r,greedy r,WFD (greedy)
2118,63324.97884941904,358.2841865164723,53.85262970323605,-46.4485677768219,134.79070508632228,r_57,r,greedy r,WFD (greedy)
2119,63325.97811771394,42.262286130660954,69.15073462041126,-30.36666295027379,157.01672907542584,r_57,r,greedy r,WFD (greedy)
2120,63326.97770249698,268.6812070411304,32.658408404953256,-27.231921439761123,52.658319348135144,z_20,z,"twilight_near_sun, 0",twilight
2121,63328.19889467195,298.71492535384783,36.304264160796684,-9.144106741713232,49.75526847538382,r_57,r,"DD:COSMOS, 20320405, 3, 5931",DDF
2123,63329.97481676096,26.213647608755462,67.46629422291421,-35.920453965395275,148.5489510489083,r_57,r,greedy r,WFD (greedy)
2126,63332.97245869029,3.590730774097669,70.27750582033329,-18.216746644361088,111.21335657828828,r_57,r,greedy r,WFD (greedy)
2127,63333.97171082738,346.10969689440003,69.36117153797869,-19.712634842223224,97.385069407346,r_57,r,greedy r,WFD (greedy)
2128,63334.9714560088,277.2738671928317,31.480104356379275,-49.31225638034462,78.74623242426915,r_57,r,"twilight_near_sun, 0",twilight
2129,63336.0996434092,329.9305533174037,53.82738522189018,-20.596580535477734,84.84348739708277,r_57,r,"DD:COSMOS, 20320413, 0, 5947",DDF
2130,63336.96951125507,12.371553250424133,73.11860641996618,-34.445324160461865,135.27726136312688,r_57,r,greedy r,WFD (greedy)
2132,63338.96846110533,290.0413015705718,31.841655598470314,58.881823135803586,336.6896035323148,i_39,i,"twilight_near_sun, 0",twilight
2133,63339.96744405965,331.86562113387197,73.77294454780127,52.31986026132377,12.478087358328496,r_57,r,greedy r,WFD (greedy)
2134,63340.96671314441,337.2195696238602,69.34099534923318,1.3153688474227903,68.59998548814683,r_57,r,greedy r,WFD (greedy)
2135,63341.966091599694,336.3314628902175,52.37371025532976,4.254985997003954,65.20883133678153,r_57,r,greedy r,WFD (greedy)
2136,63343.09143720062,163.83170297900853,82.56133504181747,-22.524343835404974,274.88865244985766,i_39,i,"pair_33, iz, bs 52, a",WFD (pairs)
2137,63344.08498165063,284.40870317488515,65.19137886280822,32.63201630446828,353.16915556146904,i_39,i,"pair_33, iz, bs 52, a",WFD (pairs)
2142,63349.195553605496,338.4727667755487,64.63584019118488,32.95990423107163,38.52195615383844,z_20,z,"pair_33, zy, bs 52, a",WFD (pairs)
2143,63350.08610088508,317.5938517596951,49.275454200440905,48.74354635985648,5.5112290447108006,r_57,r,"DD:COSMOS, 20320427, 2, 5975",DDF
2144,63351.19643958088,17.172152858728587,70.75232407198406,-21.376997427423905,126.6054591158044,z_20,z,"pair_33, zy, bs 52, a",WFD (pairs)
2146,63353.195933716255,350.4008205912748,66.4894973373807,-47.53211934209207,129.29425609404586,r_57,r,"pair_33, ri, bs 52, a",WFD (pairs)
2147,63353.95881811663,31.37714201488256,42.80658199464163,59.79556608628226,57.456150456068315,r_57,r,greedy r,WFD (greedy)
2149,63355.957671384116,8.54567733260822,72.12592593662117,-47.56732649931966,145.00333929165507,r_57,r,greedy r,WFD (greedy)
2151,63357.95675760085,9.131394424698485,45.45296744721143,-55.385948539038395,153.39622978975325,r_57,r,greedy r,WFD (greedy)
2152,63358.95651777324,292.21522045755194,32.15333384553967,32.38917107178021,4.32005615765842,z_20,z,"twilight_near_sun, 0",twilight
2156,63363.080951331285,305.4811547026356,42.2200854455008,23.787878713545027,21.387405470406033,u_24,u,"DD:COSMOS, 20320509, 0, 5071",DDF
2158,63365.315289509585,48.308078083763135,66.41308354487244,-9.52999919882608,141.2414008000062,u_24,u,"pair_33, ug, bs 52, a",WFD (pairs)
2159,63365.95326279529,15.101852612030807,71.63932795362835,-53.647150008061054,156.87897673152807,r_57,r,greedy r,WFD (greedy)
2160,63366.953255745735,284.61606400375354,32.05266851340925,-6.311393506167112,39.11791307325446,z_20,z,"twilight_near_sun, 0",twilight
2161,63367.952511241354,25.79054773696817,70.30065995235336,-26.946734460274417,139.48824559592438,r_57,r,greedy r,WFD (greedy)
2162,63368.952329306674,45.717876851097586,65.86473634532798,-12.016573938544514,141.2396139177926,r_57,r,greedy r,WFD (greedy)
2165,63371.95130124801,351.8460527474387,54.0610056625276,-26.971929006357314,109.79882600534883,r_57,r,greedy r,WFD (greedy)
2166,63373.07626019877,298.6065086990242,35.9422160547374,32.97027089621813,7.563833401509461,g_6,g,"DD:COSMOS, 20320520, 0, 5615",DDF
2167,63373.95075624532,1.467419749020215,54.6887981107623,-8.226883557132687,99.4162590181383,r_57,r,greedy r,WFD (greedy)
2169,63375.950271887,4.5147604287815915,55.12700669747853,0.985233831722881,92.85326657308238,r_57,r,greedy r,WFD (greedy)
2172,63379.0888783102,358.13553414667575,66.22399775181006,1.5045184260119013,86.95505048573821,y_10,y,"pair_33, yy, bs 52, a",WFD (pairs)
2173,63379.949718774325,60.47301132596543,38.24003297337824,-41.396503439167745,180.21399791370237,r_57,r,greedy r,WFD (greedy)
2174,63380.949398306264,39.74642607330544,50.12205596304711,-17.15641884353489,140.72322886261603,r_57,r,greedy r,WFD (greedy)
2178,63384.94876463546,18.62429088746553,68.82828587145923,-27.942358204628647,134.17660575469642,r_57,r,greedy r,WFD (greedy)
2179,63385.94875870731,28.25297436972834,57.41203255719826,57.175566602610566,56.958104564135546,r_57,r,greedy r,WFD (greedy)
2180,63386.94897578854,293.2906296851784,32.090419512640906,34.118048696469145,3.1842572599334713,z_20,z,"twilight_near_sun, 0",twilight
2182,63389.323604761295,25.050017272847953,60.097171712687306,41.434270173384206,70.17729541547075,r_57,r,"ToO, neutrino, r, 897, i5, 744",ToO
2183,63389.94858041207,32.5005991910518,58.037002937439745,-42.13008025603667,159.8238395016341,r_57,r,greedy r,WFD (greedy)
2184,63390.94881956716,296.0385882891054,32.959451829190556,3.1497296526831575,35.70812786112741,i_39,i,"twilight_near_sun, 0",twilight
2185,63391.94857964993,8.974764456447144,51.17405811622491,-38.93407479017339,136.74244772336849,r_57,r,greedy r,WFD (greedy)
2186,63392.94856754599,26.60125495798475,55.60677384757379,38.97591907691532,73.8010942990759,r_57,r,greedy r,WFD (greedy)
2187,63393.94853775246,15.46317457268572,65.59699319074883,11.208769681987825,92.18891888778774,r_57,r,greedy r,WFD (greedy)
2188,63394.94908030418,272.9179418336055,30.39788556811382,-28.58043721429038,56.30292940784305,i_39,i,"twilight_near_sun, 0",twilight
2189,63395.9486748491,25.714410230949348,62.10741109801376,52.52380559056259,59.5810466441101,r_57,r,greedy r,WFD (greedy)
2212,63418.95315534108,292.84745632164527,33.745826747669646,44.67736453498444,352.4641521948136,i_39,i,"twilight_near_sun, 0",twilight
2213,63419.95324512528,42.898681101806936,50.19222125746248,-1.4433575968480612,127.59579748406108,r_57,r,greedy r,WFD (greedy)
2214,63420.95341966572,9.414055488833633,66.55547234450614,51.88914806456482,46.36861652664,r_57,r,greedy r,WFD (greedy)
2215,63422.09259921506,334.6377082917712,63.60039010547256,-48.47985433162389,116.79577987371853,r_57,r,"pair_33, gr, bs 52, a",WFD (pairs)
2216,63422.95399975002,15.382498016650892,61.871437669936036,-45.26664768195096,148.619401947163,r_57,r,greedy r,WFD (greedy)
2217,63423.95432175557,13.501978279951594,61.671208931338974,52.58783758389473,49.14853788918339,r_57,r,greedy r,WFD (greedy)
2219,63425.95488840705,350.6539080757106,67.96058684607777,-21.04564522777618,102.95839386245628,r_57,r,greedy r,WFD (greedy)
2221,63428.20601782714,125.54076297027865,32.25766367057119,12.123616066993888,155.15281047769054,y_10,y,"DD:ELAISS1, 20320713, 0, 25100",DDF
2223,63429.95629710039,324.6166527513514,50.12550038055137,-36.76647462908334,96.70444374315824,r_57,r,greedy r,WFD (greedy)
2224,63430.95685616505,294.5872660256638,31.686272796565625,47.82334912073077,350.2784994989838,i_39,i,"twilight_near_sun, 0",twilight
2226,63432.95720451932,351.6579927866037,63.05595901033762,25.637871695012226,57.23607710338526,r_57,r,greedy r,WFD (greedy)
2227,63433.95757076439,351.0054401445892,62.352657090861605,-50.98026604007277,133.2980680166538,r_57,r,greedy r,WFD (greedy)
2228,63434.95818932027,296.0521709500654,32.53898618401726,-55.30576400483802,94.26914388320391,r_57,r,"twilight_near_sun, 0",twilight
2229,63435.95829497098,34.35970585058039,53.991927496578676,19.25208572685552,100.08064206846244,r_57,r,greedy r,WFD (greedy)
2230,63436.95884715776,61.05582575626877,38.472692269769915,-18.901990927033705,158.19926812780017,r_57,r,greedy r,WFD (greedy)
2231,63437.95889596031,351.5278447562567,65.40115153395335,19.77875258946985,62.97421988431745,r_57,r,greedy r,WFD (greedy)
2232,63438.959604489566,290.73625080613994,32.47863752216442,-48.71285472402194,84.77289811988712,z_20,z,"twilight_near_sun, 0",twilight
2233,63439.95963858549,21.291068202202595,63.23262298241237,55.1030329780932,53.39024460519835,r_57,r,greedy r,WFD (greedy)
2236,63442.96103318101,286.5006279180363,33.5074567976285,-43.64590486234188,77.4608165404693,r_57,r,"twilight_near_sun, 0",twilight
2237,63443.960991277825,352.1595866410641,65.09770718084897,-20.44059520941412,103.7621867836515,r_57,r,greedy r,WFD (greedy)
2239,63445.96170575042,359.52917915054536,63.35206516920482,5.581189308077893,84.14445013574404,r_57,r,greedy r,WFD (greedy)
2245,63452.08703846431,350.24732829890405,82.19836241244948,-32.45262308251273,113.53416504478956,r_57,r,"pair_33, gr, bs 52, a",WFD (pairs)
2246,63452.96475339075,98.75103748171654,32.582725117798,-28.508634670592677,186.17806452326434,r_57,r,greedy r,WFD (greedy)
2247,63453.96455455937,27.680136948976422,58.43527772973288,16.18751488544027,97.65419294797758,r_57,r,greedy r,WFD (greedy)
2248,63454.964924818756,11.611728893994325,55.3207426803984,-12.521849435807738,112.72228113765514,r_57,r,greedy r,WFD (greedy)
2249,63455.96527026478,7.506594436579556,56.29417660984059,-17.630260007401006,114.28254641182937,r_57,r,greedy r,WFD (greedy)
2251,63457.96597221121,29.955859478498773,55.758266035063386,33.487312709395255,82.24500807696427,r_57,r,greedy r,WFD (greedy)
2252,63458.966676854245,284.6677685641401,31.41452581321414,-14.517749424066249,47.59177521152005,r_57,r,"twilight_near_sun, 0",twilight
2253,63459.966690846144,343.211865148883,52.52297292861735,11.246585225624116,64.36987163264898,r_57,r,greedy r,WFD (greedy)
2254,63460.967019991236,342.494599775063,64.61752456235375,57.00765285094623,18.003088220395135,r_57,r,greedy r,WFD (greedy)
2255,63461.967324194986,358.2681720650997,63.09461131273693,3.781996515827649,84.88392271821571,r_57,r,greedy r,WFD (greedy)
2256,63462.96806923973,284.4491254243572,32.9030931884071,49.20770288237753,343.6707268744549,z_20,z,"twilight_near_sun, 0",twilight
2257,63463.968031076794,10.893654000049642,60.64443964304911,36.310177151015225,63.26287528826499,r_57,r,greedy r,WFD (greedy)
2258,63464.96841738018,28.23839161332812,53.56853457250333,-52.14212572321024,166.47808327822403,r_57,r,greedy r,WFD (greedy)
2259,63465.96920611809,88.4011733472245,43.337437214190906,-8.403919629047344,164.65796768755547,r_57,r,greedy r,WFD (greedy)
2260,63466.969518175094,276.1093553845659,33.27456765126888,23.773622277882144,5.034180891308409,r_57,r,"twilight_near_sun, 0",twilight
2261,63467.96991538497,90.57291567798832,46.017881091511114,58.4846695865219,99.99515800161117,r_57,r,greedy r,WFD (greedy)
2262,63468.97025421321,89.58255391387152,48.36631777309566,-4.907429257713819,163.63314850164042,r_57,r,greedy r,WFD (greedy)
2263,63469.97011554019,356.22768942774815,61.06652905848578,-47.80039990509849,134.71501203826162,r_57,r,greedy r,WFD (greedy)
2264,63470.97086163663,281.8179531820863,32.440147408172884,7.481642264883537,24.16827619474661,r_57,r,"twilight_near_sun, 0",twilight
2265,63471.97080877564,343.47543052461447,60.17715389444728,-43.83558964125917,119.77643084675137,r_57,r,greedy r,WFD (greedy)
2266,63472.971308910724,46.447071252439734,53.868473284140585,30.79492888084018,98.2181412349548,r_57,r,greedy r,WFD (greedy)
2269,63475.97223025813,354.3091664417468,56.42400438766996,45.248105825467086,40.00864962737513,r_57,r,greedy r,WFD (greedy)
2270,63476.97255829583,340.34511708737506,60.78015337111299,16.463258746443564,56.80311108633294,r_57,r,greedy r,WFD (greedy)
2271,63477.97338295518,86.93196362803836,54.80897895508039,13.569886652054144,145.77648065695558,r_57,r,greedy r,WFD (greedy)
2272,63478.97376359872,269.8061561069261,33.02243324427725,30.52318763166273,355.52184615410187,r_57,r,"twilight_near_sun, 0",twilight
2273,63479.97403588997,79.45271644232017,56.42221186708434,41.25791106818803,113.12231404524505,r_57,r,greedy r,WFD (greedy)
2274,63480.97440506154,80.90537584143591,56.02627406218035,44.42285735791124,110.91061713803057,r_57,r,greedy r,WFD (greedy)
2276,63482.97474307863,357.03835507093856,53.401655122755095,7.603047515938561,80.00673123685539,r_57,r,greedy r,WFD (greedy)
2277,63483.97507977743,28.769740460493843,60.58415975592498,-33.10475245426533,147.91073687400205,r_57,r,greedy r,WFD (greedy)
2278,63484.97545783799,351.0066876287247,55.62840688082868,44.14668126661489,38.25794817981695,r_57,r,greedy r,WFD (greedy)
2280,63486.97670852149,263.600782440778,31.80069940309187,-9.60994433248485,33.43487125787294,z_20,z,"twilight_near_sun, 0",twilight
2282,63488.97706494528,46.49187397833596,46.74856199274229,-18.849348960354202,147.8348453593526,r_57,r,greedy r,WFD (greedy)
2283,63489.97731936012,338.8461400333272,54.74944328350116,25.295652971865135,46.69453131574646,r_57,r,greedy r,WFD (greedy)
2284,63490.97815234491,270.8379940431957,31.23182984284934,-35.44389232246423,62.40429878783434,z_20,z,"twilight_near_sun, 0",twilight
2287,63493.979107541374,63.735616089808,66.34227908250408,32.11933675916661,112.55798816458437,r_57,r,greedy r,WFD (greedy)
2289,63495.97985501175,58.679021256958826,68.74943574754175,-24.364000417779955,165.36443756514228,r_57,r,greedy r,WFD (greedy)
2291,63497.98034924239,17.07682360726743,71.49995051101517,26.594620496430615,78.639391695149,r_57,r,greedy r,WFD (greedy)
2292,63498.98141555046,256.79876832818536,33.884733866517166,13.229811257464178,7.034555277072396,r_57,r,"twilight_near_sun, 0",twilight
2293,63499.98124056709,334.9340778500819,74.38562016153286,-21.265516639478793,89.08198877906163,r_57,r,greedy r,WFD (greedy)
2294,63500.98189543,58.06783861145631,66.09737966471202,-23.634058562741362,163.478676969115,r_57,r,greedy r,WFD (greedy)
2295,63501.98210061933,1.7474534117741658,70.51700125849415,-53.71499359735259,145.42716539805656,r_57,r,greedy r,WFD (greedy)
2296,63502.98298573464,271.5802798281586,32.317765444332146,27.506249464133276,359.5575702773181,r_57,r,"twilight_near_sun, 0",twilight
2297,63503.983118369004,50.15839287281381,68.37152119174982,-54.13971163222852,187.7398976783741,r_57,r,greedy r,WFD (greedy)
2298,63504.983469685496,38.58384773218945,51.69789424491667,-58.86418999856537,181.60231518014044,r_57,r,greedy r,WFD (greedy)
2299,63505.98384737363,29.453813390049906,55.543145161355085,28.26846563922201,87.01051738547464,r_57,r,greedy r,WFD (greedy)
2301,63507.98467267096,6.488360339571884,73.38435983679977,32.62499625232294,63.30899965118279,r_57,r,greedy r,WFD (greedy)
2302,63508.98554717871,72.43050836647974,68.96169907407486,-3.2834563490192377,156.16034479978308,r_57,r,greedy r,WFD (greedy)
2303,63509.985878417,54.83479854524353,48.497023067341985,-1.3910292184460298,136.47135618761345,r_57,r,greedy r,WFD (greedy)
2304,63510.98679349012,248.26945714859175,31.71241298394868,-7.698101248701644,25.849261837917968,z_20,z,"twilight_near_sun, 0",twilight
2305,63511.986758954234,45.48581202645704,55.20814997877525,-20.57893721722363,148.81413161483687,r_57,r,greedy r,WFD (greedy)
